almond_translate/299526/name/0	هتل روزدیل هنگ کنگ	.
almond_translate/302180/name/0	هتل رژال اوریتال	.
almond_translate/302180/location/0	منطقه شهر کولوون	.
almond_translate/302180/location/1	کولوون	.
almond_translate/302254/name/0	هتل GDH	.
almond_translate/302254/location/0	تیم شا تی	.
almond_translate/302254/location/1	کولوون	.
almond_translate/302254/location/2	منطقه ی یا سیم مونگ	.
almond_translate/302256/name/0	هتل وارنی	.
almond_translate/302256/location/0	وان چی / خلیج کاوزوی	.
almond_translate/302256/location/1	جزیره هنگ کنگ	.
almond_translate/302256/location/2	تای فات هاو	.
almond_translate/302322/name/0	هاربر گرند کوولون	.
almond_translate/302322/location/0	منطقه شهر کولوون	.
almond_translate/302322/location/1	کولوون	.
almond_translate/302322/location/2	ومپوا	.
almond_translate/302328/name/0	هابر پلازا ریزورد شهر هنگ کنگ	.
almond_translate/302328/location/0	پینگ شان	.
almond_translate/302328/location/1	سرزمینهای نو	.
almond_translate/302328/location/2	یوین لانگ	.
almond_translate/302328/location/3	تین شوی وایی	.
almond_translate/302331/name/0	هابر پلازا نورث پوینت	.
almond_translate/302331/location/0	منطقه شرقی	.
almond_translate/302331/location/1	جزیره هنگ کنگ	.
almond_translate/302331/location/2	روستای سالم	.
almond_translate/302434/name/0	بندر سایبری لس مریدین	.
almond_translate/302434/location/0	پوک فو لام	.
almond_translate/302434/location/1	جزیره هنگ کنگ	.
almond_translate/302434/location/2	منطقه جنوبی	.
almond_translate/302504/name/0	هتل جدید جهانی میلونی هانگ کنگ	.
almond_translate/302504/location/0	تیم شا تی	.
almond_translate/302504/location/1	کولوون	.
almond_translate/302504/location/2	منطقه ی یا سیم مونگ	.
almond_translate/302990/name/0	هتل کولوون	.
almond_translate/302990/location/0	تیم شا تی	.
almond_translate/302990/location/1	کولوون	.
almond_translate/302990/location/2	منطقه ی یا سیم مونگ	.
almond_translate/304490/name/0	لانگهام ، هنگ کنگ	.
almond_translate/304490/location/0	تیم شا تی	.
almond_translate/304490/location/1	کولوون	.
almond_translate/304490/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305068/name/0	بین قاره ها و کانگ	.
almond_translate/305068/location/0	تیم شا تی	.
almond_translate/305068/location/1	کولوون	.
almond_translate/305068/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305353/name/0	بین المللی	.
almond_translate/305353/location/0	تیم شا تی	.
almond_translate/305353/location/1	کولوون	.
almond_translate/305353/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305360/name/0	خانه بین المللی بیشپ لی	.
almond_translate/305360/location/0	منطقه مرکزی	.
almond_translate/305360/location/1	سطوح میانی	.
almond_translate/305360/location/2	جزیره هنگ کنگ	.
almond_translate/305364/name/0	هتل باغ شهر	.
almond_translate/305364/location/0	نقطه ی شمالی	.
almond_translate/305364/location/1	جزیره هنگ کنگ	.
almond_translate/305364/location/2	منطقه شرقی	.
almond_translate/305364/location/3	باغ شهر	.
almond_translate/305371/name/0	کانراد هنگ کنگ	.
almond_translate/305371/location/0	جزیره هنگ کنگ	.
almond_translate/305371/location/1	تای فات هاو	.
almond_translate/305377/name/0	هتل لارگوس	.
almond_translate/305377/location/0	کولوون	.
almond_translate/305377/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305377/location/2	اردن / یا ما تی	.
almond_translate/305383/name/0	ایتون هنگ کنگ	.
almond_translate/305383/location/0	کولوون	.
almond_translate/305383/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305383/location/2	اردن / یا ما تی	.
almond_translate/305392/name/0	گرند هیات هانگ کنگ	.
almond_translate/305392/location/0	وان چی / خلیج کاوزوی	.
almond_translate/305392/location/1	جزیره هنگ کنگ	.
almond_translate/305392/location/2	زمین بازی جنوبی	.
almond_translate/305803/name/0	هتل کوسکو هنگ کنگ	.
almond_translate/305803/location/0	غرب (سه وان)	.
almond_translate/305803/location/1	بیلچر	.
almond_translate/305803/location/2	جزیره هنگ کنگ	.
almond_translate/305803/location/3	منطقه غربی	.
almond_translate/305806/name/0	هتل متروپارک مونگاک	.
almond_translate/305806/location/0	منگ کوک	.
almond_translate/305806/location/1	کولوون	.
almond_translate/305806/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305809/name/0	هتل سلطنتی	.
almond_translate/305809/location/0	تیم شا تی	.
almond_translate/305809/location/1	کولوون	.
almond_translate/305809/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305810/name/0	انترنتکنتال گرند استنفورد	.
almond_translate/305810/location/0	تیم شا تی	.
almond_translate/305810/location/1	کولوون	.
almond_translate/305810/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305811/name/0	هتل آیلند پی سیفک	.
almond_translate/305811/location/0	غرب (سه وان)	.
almond_translate/305811/location/1	جزیره هنگ کنگ	.
almond_translate/305811/location/2	سای ینگ پون	.
almond_translate/305811/location/3	منطقه غربی	.
almond_translate/305812/name/0	هتل کیمبرلی	.
almond_translate/305812/location/0	تیم شا تی	.
almond_translate/305812/location/1	کولوون	.
almond_translate/305812/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305813/name/0	کوردیس	.
almond_translate/305813/location/0	منگ کوک	.
almond_translate/305813/location/1	کولوون	.
almond_translate/305813/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305852/name/0	لایک کوک هانگ کنگ	.
almond_translate/305852/location/0	وان چی / خلیج کاوزوی	.
almond_translate/305852/location/1	جزیره هنگ کنگ	.
almond_translate/305852/location/2	زمین بازی جنوبی	.
almond_translate/305854/name/0	پلازا هاربر متروپولیس	.
almond_translate/305854/location/0	کولوون	.
almond_translate/305854/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305856/name/0	Novotel Hong Kong Nathan Road Kowloon	.
almond_translate/305856/location/0	کولوون	.
almond_translate/305856/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305856/location/2	اردن / یا ما تی	.
almond_translate/305861/name/0	متتروپارک هوټل کاوزوی بی هنگ کنگ	.
almond_translate/305861/location/0	جزیره هنگ کنگ	.
almond_translate/305861/location/1	تین هاو	.
almond_translate/305862/name/0	درا هنگ کنگ	.
almond_translate/305862/location/0	تیم شا تی	.
almond_translate/305862/location/1	کولوون	.
almond_translate/305862/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305865/name/0	هتل ناتان	.
almond_translate/305865/location/0	کولوون	.
almond_translate/305865/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305865/location/2	اردن / یا ما تی	.
almond_translate/305871/name/0	هتل نیوتن هنگ کنگ	.
almond_translate/305871/location/0	نقطه ی شمالی	.
almond_translate/305871/location/1	جزیره هنگ کنگ	.
almond_translate/305871/location/2	منطقه شرقی	.
almond_translate/305871/location/3	باغ شهر	.
almond_translate/305875/name/0	رامادا ویندم هانگ کنگ گرند ویو	.
almond_translate/305875/location/0	نقطه ی شمالی	.
almond_translate/305875/location/1	جزیره هنگ کنگ	.
almond_translate/305875/location/2	منطقه شرقی	.
almond_translate/305875/location/3	تپه قلعه	.
almond_translate/305877/name/0	هتل پندا	.
almond_translate/305877/location/0	سرزمینهای نو	.
almond_translate/305877/location/1	تسو آن وان	.
almond_translate/305887/name/0	پارک هوټل هنگ کنگ	.
almond_translate/305887/location/0	تیم شا تی	.
almond_translate/305887/location/1	کولوون	.
almond_translate/305887/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305890/name/0	پارک ویو هنگ کنگ	.
almond_translate/305890/location/0	منطقه خلیج	.
almond_translate/305890/location/1	جزیره هنگ کنگ	.
almond_translate/305890/location/2	منطقه جنوبی	.
almond_translate/305892/name/0	هتل پرادینیل	.
almond_translate/305892/location/0	کولوون	.
almond_translate/305892/location/1	منطقه ی یا سیم مونگ	.
almond_translate/305892/location/2	اردن / یا ما تی	.
almond_translate/305893/name/0	بست وسترن پلس هوټل کولوون	.
almond_translate/305893/location/0	تیم شا تی	.
almond_translate/305893/location/1	کولوون	.
almond_translate/305893/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305905/name/0	باغ سلطنتی	.
almond_translate/305905/location/0	تیم شا تی	.
almond_translate/305905/location/1	کولوون	.
almond_translate/305905/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305906/name/0	هتل سلطنتی آرام	.
almond_translate/305906/location/0	تیم شا تی	.
almond_translate/305906/location/1	کولوون	.
almond_translate/305906/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305907/name/0	هتل پارک سلطنتی	.
almond_translate/305907/location/0	سرزمینهای نو	.
almond_translate/305907/location/1	شا تین	.
almond_translate/305909/name/0	هتل پلازا رائل	.
almond_translate/305909/location/0	منگ کوک	.
almond_translate/305909/location/1	کولوون	.
almond_translate/305909/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305913/name/0	سالزبری YMCA از هنگ کنگ	.
almond_translate/305913/location/0	تیم شا تی	.
almond_translate/305913/location/1	کولوون	.
almond_translate/305913/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305921/name/0	Sheraton Hong Kong Hotel & Towers	.
almond_translate/305921/location/0	تیم شا تی	.
almond_translate/305921/location/1	کولوون	.
almond_translate/305921/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305928/name/0	استوایی ساحل سیلورمین	.
almond_translate/305928/location/0	سرزمینهای نو	.
almond_translate/305928/location/1	منطقه جزایر	.
almond_translate/305928/location/2	لندтау	.
almond_translate/305931/name/0	هتل جنوب آرام	.
almond_translate/305931/location/0	وان چی / خلیج کاوزوی	.
almond_translate/305931/location/1	جزیره هنگ کنگ	.
almond_translate/305931/location/2	خیابان کانال	.
almond_translate/305934/name/0	هتل استنفورد هیل ویو	.
almond_translate/305934/location/0	تیم شا تی	.
almond_translate/305934/location/1	کولوون	.
almond_translate/305934/location/2	منطقه ی یا سیم مونگ	.
almond_translate/305937/name/0	هتل Charterhouse Causeway Bay	.
almond_translate/305937/location/0	وان چی / خلیج کاوزوی	.
almond_translate/305937/location/1	جزیره هنگ کنگ	.
almond_translate/305944/name/0	هتل امپراتور وَن چی	.
almond_translate/305944/location/0	وان چی / خلیج کاوزوی	.
almond_translate/305944/location/1	جزیره هنگ کنگ	.
almond_translate/305944/location/2	تای فات هاو	.
almond_translate/305947/name/0	هتل متروپارک کولوون	.
almond_translate/305947/location/0	منطقه شهر کولوون	.
almond_translate/305947/location/1	منگ کوک	.
almond_translate/305947/location/2	کولوون	.
almond_translate/306482/name/0	هاربروی هانگ کنگ	.
almond_translate/306482/location/0	وان چی / خلیج کاوزوی	.
almond_translate/306482/location/1	جزیره هنگ کنگ	.
almond_translate/306482/location/2	زمین بازی جنوبی	.
almond_translate/308429/name/0	هتل امپراطوری کولوون	.
almond_translate/308429/location/0	تیم شا تی	.
almond_translate/308429/location/1	کولوون	.
almond_translate/308429/location/2	منطقه ی یا سیم مونگ	.
almond_translate/308432/name/0	هتل ساحل طلایی هنگ کنگ	.
almond_translate/308432/location/0	سرزمینهای نو	.
almond_translate/308432/location/1	توین مان	.
almond_translate/308456/name/0	استنفورد هوټل هنگ کنگ	.
almond_translate/308456/location/0	منگ کوک	.
almond_translate/308456/location/1	کولوون	.
almond_translate/308456/location/2	منطقه ی یا سیم مونگ	.
almond_translate/309407/name/0	باغ نما هانگ کنگ	.
almond_translate/309407/location/0	سطوح میانی	.
almond_translate/309407/location/1	مرکزی	.
almond_translate/309407/location/2	جزیره هنگ کنگ	.
almond_translate/309407/location/3	منطقه مرکزی	.
almond_translate/309411/name/0	هتل چین جنوبی	.
almond_translate/309411/location/0	نقطه ی شمالی	.
almond_translate/309411/location/1	جزیره هنگ کنگ	.
almond_translate/309411/location/2	منطقه شرقی	.
almond_translate/309411/location/3	تپه قلعه	.
almond_translate/309412/name/0	جابجایی ولزلی هنگ کنگ	.
almond_translate/309412/location/0	جزیره هنگ کنگ	.
almond_translate/309412/location/1	تای فات هاو	.
almond_translate/309416/name/0	ارتش نجات - غرفه ی غرفه	.
almond_translate/309416/location/0	کولوون	.
almond_translate/309416/location/1	منطقه ی یا سیم مونگ	.
almond_translate/309418/name/0	کلبه کاریتاس بیانچی	.
almond_translate/309418/location/0	کولوون	.
almond_translate/309418/location/1	منطقه ی یا سیم مونگ	.
almond_translate/309419/name/0	هتل واریک چانگ Chau	.
almond_translate/309419/location/0	سرزمینهای نو	.
almond_translate/309419/location/1	منطقه جزایر	.
almond_translate/309419/location/2	چانگ Chau	.
almond_translate/309497/name/0	خانه مهمانی کابینه مقدس	.
almond_translate/309497/location/0	منطقه شهر کولوون	.
almond_translate/309497/location/1	کولوون	.
almond_translate/309511/name/0	هتل شرموک	.
almond_translate/309511/location/0	کولوون	.
almond_translate/309511/location/1	منطقه ی یا سیم مونگ	.
almond_translate/309511/location/2	اردن / یا ما تی	.
almond_translate/317396/name/0	هتل اِوِرِریِن	.
almond_translate/317396/location/0	کولوون	.
almond_translate/317396/location/1	منطقه ی یا سیم مونگ	.
almond_translate/317396/location/2	اردن / یا ما تی	.
almond_translate/455460/name/0	خانه ی لوکس	.
almond_translate/455460/location/0	تیم شا تی	.
almond_translate/455460/location/1	کولوون	.
almond_translate/455460/location/2	منطقه ی یا سیم مونگ	.
almond_translate/455523/name/0	هتل لوشن	.
almond_translate/455523/location/0	سرزمینهای نو	.
almond_translate/455523/location/1	منطقه شمالی	.
almond_translate/455523/location/2	بندر لوهو	.
almond_translate/483282/name/0	دورست وانچی	.
almond_translate/483282/location/0	جزیره هنگ کنگ	.
almond_translate/483282/location/1	خیابان استبز	.
almond_translate/503466/name/0	لوج آرام هنگ کنگ	.
almond_translate/503466/location/0	کولوون	.
almond_translate/503466/location/1	منطقه ی یا سیم مونگ	.
almond_translate/503466/location/2	اردن / یا ما تی	.
almond_translate/548045/name/0	هتل فور سیشن هانگ کنگ	.
almond_translate/548045/location/0	منطقه مرکزی	.
almond_translate/548045/location/1	مرکزی	.
almond_translate/548045/location/2	جزیره هنگ کنگ	.
almond_translate/556970/name/0	هتل HK MK	.
almond_translate/556970/location/0	منگ کوک	.
almond_translate/556970/location/1	کولوون	.
almond_translate/556970/location/2	منطقه ی یا سیم مونگ	.
almond_translate/558001/name/0	دروان کوه رونگ	.
almond_translate/558001/location/0	کولوون	.
almond_translate/558001/location/1	منطقه ی یا سیم مونگ	.
almond_translate/558001/location/2	اردن / یا ما تی	.
almond_translate/558003/name/0	هتل سبز کیو وَنچی هنگ کنگ	.
almond_translate/558003/location/0	وان چی / خلیج کاوزوی	.
almond_translate/558003/location/1	جزیره هنگ کنگ	.
almond_translate/558003/location/2	تای فات هاو	.
almond_translate/558384/name/0	دو جاده مکدونل	.
almond_translate/558384/location/0	قله	.
almond_translate/558384/location/1	منطقه مرکزی	.
almond_translate/558384/location/2	جزیره هنگ کنگ	.
almond_translate/572253/name/0	هتل طلایی لوستر	.
almond_translate/572253/location/0	سرزمینهای نو	.
almond_translate/572253/location/1	منطقه شمالی	.
almond_translate/572253/location/2	بندر لوهو	.
almond_translate/573158/name/0	بهترین هتل غربی پلس هانگ کنگ	.
almond_translate/573158/location/0	غرب (سه وان)	.
almond_translate/573158/location/1	جزیره هنگ کنگ	.
almond_translate/573158/location/2	سای ینگ پون	.
almond_translate/573158/location/3	منطقه غربی	.
almond_translate/575999/name/0	چشمگیر زبان چینی شرقی ، هنگ کنگ	.
almond_translate/575999/location/0	منطقه مرکزی	.
almond_translate/575999/location/1	مرکزی	.
almond_translate/575999/location/2	جزیره هنگ کنگ	.
almond_translate/577600/name/0	Hostel باغ نو	.
almond_translate/577600/location/0	تیم شا تی	.
almond_translate/577600/location/1	کولوون	.
almond_translate/577600/location/2	منطقه ی یا سیم مونگ	.
almond_translate/577722/name/0	Hostel آها شان	.
almond_translate/577722/location/0	منگ کوک	.
almond_translate/577722/location/1	کولوون	.
almond_translate/577722/location/2	منطقه ی یا سیم مونگ	.
almond_translate/577723/name/0	Hostel Budget Hong Kong	.
almond_translate/577723/location/0	منگ کوک	.
almond_translate/577723/location/1	کولوون	.
almond_translate/577723/location/2	منطقه ی یا سیم مونگ	.
almond_translate/577724/name/0	Hostel اژد	.
almond_translate/577724/location/0	منگ کوک	.
almond_translate/577724/location/1	کولوون	.
almond_translate/577724/location/2	منطقه ی یا سیم مونگ	.
almond_translate/578564/name/0	هتل هویژانگ	.
almond_translate/578564/location/0	سرزمینهای نو	.
almond_translate/578564/location/1	منطقه شمالی	.
almond_translate/578564/location/2	بندر لوهو	.
almond_translate/583020/name/0	هتل شینسوی ترندز	.
almond_translate/583020/location/0	سرزمینهای نو	.
almond_translate/583020/location/1	منطقه شمالی	.
almond_translate/583020/location/2	بندر لوهو	.
almond_translate/583098/name/0	هتل Xi	.
almond_translate/583098/location/0	تیم شا تی	.
almond_translate/583098/location/1	کولوون	.
almond_translate/583098/location/2	منطقه ی یا سیم مونگ	.
almond_translate/583732/name/0	هتل دیزنی لند	.
almond_translate/583732/location/0	سرزمینهای نو	.
almond_translate/583732/location/1	منطقه جزایر	.
almond_translate/583732/location/2	خلیج دیسکاوری	.
almond_translate/583733/name/0	هتل هالیوود دیزنی	.
almond_translate/583733/location/0	سرزمینهای نو	.
almond_translate/583733/location/1	منطقه جزایر	.
almond_translate/583733/location/2	خلیج دیسکاوری	.
almond_translate/585224/name/0	فلامین	.
almond_translate/585224/location/0	وان چی / خلیج کاوزوی	.
almond_translate/585224/location/1	جزیره هنگ کنگ	.
almond_translate/585224/location/2	خیابان Hennessy	.
almond_translate/590144/name/0	هتل لانسون پلیز	.
almond_translate/590144/location/0	وان چی / خلیج کاوزوی	.
almond_translate/590144/location/1	جزیره هنگ کنگ	.
almond_translate/595976/name/0	هتل هولیدی اکسپرس هنگ کنگ خلیج چاوزウェی	.
almond_translate/595976/location/0	وان چی / خلیج کاوزوی	.
almond_translate/595976/location/1	جزیره هنگ کنگ	.
almond_translate/595976/location/2	خیابان کانال	.
almond_translate/596991/name/0	لوستل کیوزوی بی هاربر ویو	.
almond_translate/596991/location/0	جزیره هنگ کنگ	.
almond_translate/596991/location/1	تین هاو	.
almond_translate/601231/name/0	کاسمو هوټل هانگ کنگ	.
almond_translate/601231/location/0	جزیره هنگ کنگ	.
almond_translate/601231/location/1	خیابان استبز	.
almond_translate/603110/name/0	هتل لانگ کوی فنگ @ کوئو اُفنگ	.
almond_translate/603110/location/0	شونگ وان	.
almond_translate/603110/location/1	منطقه مرکزی	.
almond_translate/603110/location/2	جزیره هنگ کنگ	.
almond_translate/603403/name/0	Novotel Citygate Hong Kong	.
almond_translate/603403/location/0	سرزمینهای نو	.
almond_translate/603403/location/1	منطقه جزایر	.
almond_translate/603403/location/2	تونگ چینگ	.
almond_translate/623056/name/0	هتل خانگی شيزهان لوهو کوآن	.
almond_translate/623056/location/0	سرزمینهای نو	.
almond_translate/623056/location/1	منطقه شمالی	.
almond_translate/623056/location/2	بندر لوهو	.
almond_translate/627798/name/0	هتل خانه چای عروسی	.
almond_translate/627798/location/0	غرب (سه وان)	.
almond_translate/627798/location/1	جزیره هنگ کنگ	.
almond_translate/627798/location/2	خیابان آب	.
almond_translate/627798/location/3	منطقه غربی	.
almond_translate/627799/name/0	هتل چای خانه عروسی یاو ما تی	.
almond_translate/627799/location/0	کولوون	.
almond_translate/627799/location/1	منطقه ی یا سیم مونگ	.
almond_translate/627799/location/2	اردن / یا ما تی	.
almond_translate/627800/name/0	هتل چای خانه عروس هانگ هوم جیلیز سړک	.
almond_translate/627800/location/0	هونگ هوم	.
almond_translate/627800/location/1	منطقه شهر کولوون	.
almond_translate/627800/location/2	کولوون	.
almond_translate/628550/name/0	هتل "" سیلکا فار شرق ""	.
almond_translate/628550/location/0	سرزمینهای نو	.
almond_translate/628550/location/1	تسو آن وان	.
almond_translate/630159/name/0	خانه مهمانی نوی یو فای	.
almond_translate/630159/location/0	تیم شا تی	.
almond_translate/630159/location/1	کولوون	.
almond_translate/630159/location/2	منطقه ی یا سیم مونگ	.
almond_translate/631659/name/0	هتل باغ رامبلر	.
almond_translate/631659/location/0	سرزمینهای نو	.
almond_translate/631659/location/1	سینگ یو	.
almond_translate/631659/location/2	کوای سینگ	.
almond_translate/638338/name/0	هتل مایمینال ‧ خیابان	.
almond_translate/638338/location/0	تیم شا تی	.
almond_translate/638338/location/1	کولوون	.
almond_translate/638338/location/2	منطقه ی یا سیم مونگ	.
almond_translate/638917/name/0	هتل لامبلر اواسیس	.
almond_translate/638917/location/0	سرزمینهای نو	.
almond_translate/638917/location/1	سینگ یو	.
almond_translate/638917/location/2	کوای سینگ	.
almond_translate/647068/name/0	کاسمیک کاست هاونکنگ	.
almond_translate/647068/location/0	تیم شا تی	.
almond_translate/647068/location/1	کولوون	.
almond_translate/647068/location/2	منطقه ی یا سیم مونگ	.
almond_translate/649076/name/0	لول هوټل نینا و مرکز همایش	.
almond_translate/649076/location/0	سرزمینهای نو	.
almond_translate/649076/location/1	تسو آن وان	.
almond_translate/652907/name/0	هتل « رائل ویو »	.
almond_translate/652907/location/0	سرزمینهای نو	.
almond_translate/652907/location/1	تسو آن وان	.
almond_translate/653928/name/0	هتل اکوسیت	.
almond_translate/653928/location/0	نقطه ی شمالی	.
almond_translate/653928/location/1	جزیره هنگ کنگ	.
almond_translate/653928/location/2	منطقه شرقی	.
almond_translate/653928/location/3	باغ شهر	.
almond_translate/655905/name/0	Hostel سان کنگ	.
almond_translate/655905/location/0	وان چی / خلیج کاوزوی	.
almond_translate/655905/location/1	جزیره هنگ کنگ	.
almond_translate/662411/name/0	هنگ کنگ دشت بسته بندی	.
almond_translate/662411/location/0	تیم شا تی	.
almond_translate/662411/location/1	کولوون	.
almond_translate/662411/location/2	منطقه ی یا سیم مونگ	.
almond_translate/662470/name/0	هتل اکوسیت နတ်فورد	.
almond_translate/662470/location/0	تیم شا تی	.
almond_translate/662470/location/1	کولوون	.
almond_translate/662470/location/2	منطقه ی یا سیم مونگ	.
almond_translate/662753/name/0	خانه بین المللی Caritas Oswald Cheung	.
almond_translate/662753/location/0	تین وان	.
almond_translate/662753/location/1	جزیره هنگ کنگ	.
almond_translate/662753/location/2	منطقه جنوبی	.
almond_translate/664663/name/0	هتل JJ	.
almond_translate/664663/location/0	وان چی / خلیج کاوزوی	.
almond_translate/664663/location/1	جزیره هنگ کنگ	.
almond_translate/675699/name/0	Hostel هنگ کنگ ایالات متحده	.
almond_translate/675699/location/0	تیم شا تی	.
almond_translate/675699/location/1	کولوون	.
almond_translate/675699/location/2	منطقه ی یا سیم مونگ	.
almond_translate/754042/name/0	خانه مهمانی تعطیلات چانگکوینگ استوایی	.
almond_translate/754042/location/0	تیم شا تی	.
almond_translate/754042/location/1	کولوون	.
almond_translate/754042/location/2	منطقه ی یا سیم مونگ	.
almond_translate/777807/name/0	حیاط هند	.
almond_translate/777807/location/0	غرب (سه وان)	.
almond_translate/777807/location/1	جزیره هنگ کنگ	.
almond_translate/777807/location/2	سای ینگ پون	.
almond_translate/777807/location/3	منطقه غربی	.
almond_translate/878389/name/0	هتل والدن	.
almond_translate/878389/location/0	وان چی / خلیج کاوزوی	.
almond_translate/878389/location/1	جزیره هنگ کنگ	.
almond_translate/940661/name/0	چانگ Chau B & B	.
almond_translate/940661/location/0	سرزمینهای نو	.
almond_translate/940661/location/1	منطقه جزایر	.
almond_translate/940661/location/2	چانگ Chau	.
almond_translate/948310/name/0	هتل شمس مقدس CAA	.
almond_translate/948310/location/0	سرزمینهای نو	.
almond_translate/948310/location/1	منطقه شمالی	.
almond_translate/948310/location/2	بندر لوهو	.
almond_translate/1010457/name/0	هتل بنینو	.
almond_translate/1010457/location/0	تیم شا تی	.
almond_translate/1010457/location/1	کولوون	.
almond_translate/1010457/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1014025/name/0	هتل اژدهای	.
almond_translate/1014025/location/0	تیم شا تی	.
almond_translate/1014025/location/1	کولوون	.
almond_translate/1014025/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1014612/name/0	اُوولو سنترال	.
almond_translate/1014612/location/0	منطقه مرکزی	.
almond_translate/1014612/location/1	مرکزی	.
almond_translate/1014612/location/2	جزیره هنگ کنگ	.
almond_translate/1051943/name/0	هتل سوپر ۷	.
almond_translate/1051943/location/0	تیم شا تی	.
almond_translate/1051943/location/1	کولوون	.
almond_translate/1051943/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1053486/name/0	خانه مهمانی بین المللی جدید	.
almond_translate/1053486/location/0	تیم شا تی	.
almond_translate/1053486/location/1	کولوون	.
almond_translate/1053486/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1056636/name/0	هتلی کوچک. شهری	. .
almond_translate/1056636/location/0	وان چی / خلیج کاوزوی	.
almond_translate/1056636/location/1	جزیره هنگ کنگ	.
almond_translate/1056636/location/2	خیابان کانال	.
almond_translate/1060739/name/0	هونگ فنگ هتل	.
almond_translate/1060739/location/0	سرزمینهای نو	.
almond_translate/1060739/location/1	منطقه شمالی	.
almond_translate/1060739/location/2	بندر لوهو	.
