almond_translate/Beijing_thursday/weather/0	آفتابی	.
almond_translate/Beijing_today/day/0	امروز	.
almond_translate/Beijing_today/city/0	پکن	.
almond_translate/Beijing_today/weather/0	آفتابی	.
almond_translate/Beijing_tomorrow/day/0	فردا	.
almond_translate/Beijing_tomorrow/city/0	پکن	.
almond_translate/Beijing_tomorrow/weather/0	ابرها	.
almond_translate/Beijing_tuesday/day/0	شنبه	.
almond_translate/Beijing_tuesday/city/0	پکن	.
almond_translate/Beijing_tuesday/weather/0	باران	.
almond_translate/Beijing_wednesday/day/0	چهارشنبه	.
almond_translate/Beijing_wednesday/city/0	پکن	.
almond_translate/Beijing_wednesday/weather/0	ابرها	.
almond_translate/Berlin_friday/day/0	جمعه	.
almond_translate/Berlin_friday/city/0	برلین	.
almond_translate/Berlin_friday/weather/0	آفتابی	.
almond_translate/Berlin_monday/day/0	دوشنبه	.
almond_translate/Berlin_monday/city/0	برلین	.
almond_translate/Berlin_monday/weather/0	آفتابی	.
almond_translate/Berlin_saturday/day/0	شنبه	.
almond_translate/Berlin_saturday/city/0	برلین	.
almond_translate/Berlin_saturday/weather/0	باران	.
almond_translate/Berlin_sunday/day/0	روز یکشنبه	.
almond_translate/Berlin_sunday/city/0	برلین	.
almond_translate/Berlin_sunday/weather/0	آفتابی	.
almond_translate/Berlin_thursday/day/0	سه شنبه	.
almond_translate/Berlin_thursday/city/0	برلین	.
almond_translate/Berlin_thursday/weather/0	آفتابی	.
almond_translate/Berlin_today/day/0	امروز	.
almond_translate/Berlin_today/city/0	برلین	.
almond_translate/Berlin_today/weather/0	برف	.
almond_translate/Berlin_tomorrow/day/0	فردا	.
almond_translate/Berlin_tomorrow/city/0	برلین	.
almond_translate/Berlin_tomorrow/weather/0	آفتابی	.
almond_translate/Berlin_tuesday/day/0	شنبه	.
almond_translate/Berlin_tuesday/city/0	برلین	.
almond_translate/Berlin_tuesday/weather/0	باران	.
almond_translate/Berlin_wednesday/day/0	چهارشنبه	.
almond_translate/Berlin_wednesday/city/0	برلین	.
almond_translate/Berlin_wednesday/weather/0	باران	.
almond_translate/Canberra_friday/day/0	جمعه	.
almond_translate/Canberra_friday/city/0	کامبرا	.
almond_translate/Canberra_friday/weather/0	ابرها	.
almond_translate/Canberra_monday/day/0	دوشنبه	.
almond_translate/Canberra_monday/city/0	کامبرا	.
almond_translate/Canberra_monday/weather/0	باران	.
almond_translate/Canberra_saturday/day/0	شنبه	.
almond_translate/Canberra_saturday/city/0	کامبرا	.
almond_translate/Canberra_saturday/weather/0	باران	.
almond_translate/Canberra_sunday/day/0	روز یکشنبه	.
almond_translate/Canberra_sunday/city/0	کامبرا	.
almond_translate/Canberra_sunday/weather/0	ابرها	.
almond_translate/Canberra_thursday/day/0	سه شنبه	.
almond_translate/Canberra_thursday/city/0	کامبرا	.
almond_translate/Canberra_thursday/weather/0	ابرها	.
almond_translate/Canberra_today/day/0	امروز	.
almond_translate/Canberra_today/city/0	کامبرا	.
almond_translate/Canberra_today/weather/0	ابرها	.
almond_translate/Canberra_tomorrow/day/0	فردا	.
almond_translate/Canberra_tomorrow/city/0	کامبرا	.
almond_translate/Canberra_tomorrow/weather/0	آفتابی	.
almond_translate/Canberra_tuesday/day/0	شنبه	.
almond_translate/Canberra_tuesday/city/0	کامبرا	.
almond_translate/Canberra_tuesday/weather/0	آفتابی	.
almond_translate/Canberra_wednesday/day/0	چهارشنبه	.
almond_translate/Canberra_wednesday/city/0	کامبرا	.
almond_translate/Canberra_wednesday/weather/0	آفتابی	.
almond_translate/Chicago_friday/day/0	جمعه	.
almond_translate/Chicago_friday/city/0	شیکاگو	.
almond_translate/Chicago_friday/weather/0	آفتابی	.
almond_translate/Chicago_monday/day/0	دوشنبه	.
almond_translate/Chicago_monday/city/0	شیکاگو	.
almond_translate/Chicago_monday/weather/0	برف	.
almond_translate/Chicago_saturday/day/0	شنبه	.
almond_translate/Chicago_saturday/city/0	شیکاگو	.
almond_translate/Chicago_saturday/weather/0	آفتابی	.
almond_translate/Chicago_sunday/day/0	روز یکشنبه	.
almond_translate/Chicago_sunday/city/0	شیکاگو	.
almond_translate/Chicago_sunday/weather/0	باران	.
almond_translate/Chicago_thursday/day/0	سه شنبه	.
almond_translate/Chicago_thursday/city/0	شیکاگو	.
almond_translate/Chicago_thursday/weather/0	آفتابی	.
almond_translate/Chicago_today/day/0	امروز	.
almond_translate/Chicago_today/city/0	شیکاگو	.
almond_translate/Chicago_today/weather/0	برف	.
almond_translate/Chicago_tomorrow/day/0	فردا	.
almond_translate/Chicago_tomorrow/city/0	شیکاگو	.
almond_translate/Chicago_tomorrow/weather/0	برف	.
almond_translate/Chicago_tuesday/day/0	شنبه	.
almond_translate/Chicago_tuesday/city/0	شیکاگو	.
almond_translate/Chicago_tuesday/weather/0	ابرها	.
almond_translate/Chicago_wednesday/day/0	چهارشنبه	.
almond_translate/Chicago_wednesday/city/0	شیکاگو	.
almond_translate/Chicago_wednesday/weather/0	ابرها	.
almond_translate/Denpasar_friday/day/0	جمعه	.
almond_translate/Denpasar_friday/city/0	دنپاسار	.
almond_translate/Denpasar_friday/weather/0	ابرها	.
almond_translate/Denpasar_monday/day/0	دوشنبه	.
almond_translate/Denpasar_monday/city/0	دنپاسار	.
almond_translate/Denpasar_monday/weather/0	آفتابی	.
almond_translate/Denpasar_saturday/day/0	شنبه	.
almond_translate/Denpasar_saturday/city/0	دنپاسار	.
almond_translate/Denpasar_saturday/weather/0	ابرها	.
almond_translate/Denpasar_sunday/day/0	روز یکشنبه	.
almond_translate/Denpasar_sunday/city/0	دنپاسار	.
almond_translate/Denpasar_sunday/weather/0	ابرها	.
almond_translate/Denpasar_thursday/day/0	سه شنبه	.
almond_translate/Denpasar_thursday/city/0	دنپاسار	.
almond_translate/Denpasar_thursday/weather/0	باران	.
almond_translate/Denpasar_today/day/0	امروز	.
almond_translate/Denpasar_today/city/0	دنپاسار	.
almond_translate/Denpasar_today/weather/0	ابرها	.
almond_translate/Denpasar_tomorrow/day/0	فردا	.
almond_translate/Denpasar_tomorrow/city/0	دنپاسار	.
almond_translate/Denpasar_tomorrow/weather/0	باران	.
almond_translate/Denpasar_tuesday/day/0	شنبه	.
almond_translate/Denpasar_tuesday/city/0	دنپاسار	.
almond_translate/Denpasar_tuesday/weather/0	ابرها	.
almond_translate/Denpasar_wednesday/day/0	چهارشنبه	.
almond_translate/Denpasar_wednesday/city/0	دنپاسار	.
almond_translate/Denpasar_wednesday/weather/0	آفتابی	.
almond_translate/Dubai_friday/day/0	جمعه	.
almond_translate/Dubai_friday/city/0	دوبی	.
almond_translate/Dubai_friday/weather/0	ابرها	.
almond_translate/Dubai_monday/day/0	دوشنبه	.
almond_translate/Dubai_monday/city/0	دوبی	.
almond_translate/Dubai_monday/weather/0	باران	.
almond_translate/Dubai_saturday/day/0	شنبه	.
almond_translate/Dubai_saturday/city/0	دوبی	.
almond_translate/Dubai_saturday/weather/0	آفتابی	.
almond_translate/Dubai_sunday/day/0	روز یکشنبه	.
almond_translate/Dubai_sunday/city/0	دوبی	.
almond_translate/Dubai_sunday/weather/0	آفتابی	.
almond_translate/Dubai_thursday/day/0	سه شنبه	.
almond_translate/Dubai_thursday/city/0	دوبی	.
almond_translate/Dubai_thursday/weather/0	ابرها	.
almond_translate/Dubai_today/day/0	امروز	.
almond_translate/Dubai_today/city/0	دوبی	.
almond_translate/Dubai_today/weather/0	آفتابی	.
almond_translate/Dubai_tomorrow/day/0	فردا	.
almond_translate/Dubai_tomorrow/city/0	دوبی	.
almond_translate/Dubai_tomorrow/weather/0	آفتابی	.
almond_translate/Dubai_tuesday/day/0	شنبه	.
almond_translate/Dubai_tuesday/city/0	دوبی	.
almond_translate/Dubai_tuesday/weather/0	آفتابی	.
almond_translate/Dubai_wednesday/day/0	چهارشنبه	.
almond_translate/Dubai_wednesday/city/0	دوبی	.
almond_translate/Dubai_wednesday/weather/0	باران	.
almond_translate/Florence_friday/day/0	جمعه	.
almond_translate/Florence_friday/city/0	فلورانس	.
almond_translate/Florence_friday/weather/0	آفتابی	.
almond_translate/Florence_monday/day/0	دوشنبه	.
almond_translate/Florence_monday/city/0	فلورانس	.
almond_translate/Florence_monday/weather/0	باران	.
almond_translate/Florence_saturday/day/0	شنبه	.
almond_translate/Florence_saturday/city/0	فلورانس	.
almond_translate/Florence_saturday/weather/0	ابرها	.
almond_translate/Florence_sunday/day/0	روز یکشنبه	.
almond_translate/Florence_sunday/city/0	فلورانس	.
almond_translate/Florence_sunday/weather/0	آفتابی	.
almond_translate/Florence_thursday/day/0	سه شنبه	.
almond_translate/Florence_thursday/city/0	فلورانس	.
almond_translate/Florence_thursday/weather/0	آفتابی	.
almond_translate/Florence_today/day/0	امروز	.
almond_translate/Florence_today/city/0	فلورانس	.
almond_translate/Florence_today/weather/0	آفتابی	.
almond_translate/Florence_tomorrow/day/0	فردا	.
almond_translate/Florence_tomorrow/city/0	فلورانس	.
almond_translate/Florence_tomorrow/weather/0	باران	.
almond_translate/Florence_tuesday/day/0	شنبه	.
almond_translate/Florence_tuesday/city/0	فلورانس	.
almond_translate/Florence_tuesday/weather/0	باران	.
almond_translate/Florence_wednesday/day/0	چهارشنبه	.
almond_translate/Florence_wednesday/city/0	فلورانس	.
almond_translate/Florence_wednesday/weather/0	ابرها	.
almond_translate/Hong Kong_friday/day/0	جمعه	.
almond_translate/Hong Kong_friday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_friday/weather/0	ابرها	.
almond_translate/Hong Kong_monday/day/0	دوشنبه	.
almond_translate/Hong Kong_monday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_monday/weather/0	ابرها	.
almond_translate/Hong Kong_saturday/day/0	شنبه	.
almond_translate/Hong Kong_saturday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_saturday/weather/0	باران	.
almond_translate/Hong Kong_sunday/day/0	روز یکشنبه	.
almond_translate/Hong Kong_sunday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_sunday/weather/0	باران	.
almond_translate/Hong Kong_thursday/day/0	سه شنبه	.
almond_translate/Hong Kong_thursday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_thursday/weather/0	ابرها	.
almond_translate/Hong Kong_today/day/0	امروز	.
almond_translate/Hong Kong_today/city/0	هنگ کنگ	.
almond_translate/Hong Kong_today/weather/0	باران	.
almond_translate/Hong Kong_tomorrow/day/0	فردا	.
almond_translate/Hong Kong_tomorrow/city/0	هنگ کنگ	.
almond_translate/Hong Kong_tomorrow/weather/0	ابرها	.
almond_translate/Hong Kong_tuesday/day/0	شنبه	.
almond_translate/Hong Kong_tuesday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_tuesday/weather/0	باران	.
almond_translate/Hong Kong_wednesday/day/0	چهارشنبه	.
almond_translate/Hong Kong_wednesday/city/0	هنگ کنگ	.
almond_translate/Hong Kong_wednesday/weather/0	آفتابی	.
almond_translate/Jakarta_friday/day/0	جمعه	.
almond_translate/Jakarta_friday/city/0	جاکارتا	.
almond_translate/Jakarta_friday/weather/0	آفتابی	.
almond_translate/Jakarta_monday/day/0	دوشنبه	.
almond_translate/Jakarta_monday/city/0	جاکارتا	.
almond_translate/Jakarta_monday/weather/0	باران	.
almond_translate/Jakarta_saturday/day/0	شنبه	.
almond_translate/Jakarta_saturday/city/0	جاکارتا	.
almond_translate/Jakarta_saturday/weather/0	ابرها	.
almond_translate/Jakarta_sunday/day/0	روز یکشنبه	.
almond_translate/Jakarta_sunday/city/0	جاکارتا	.
almond_translate/Jakarta_sunday/weather/0	ابرها	.
almond_translate/Jakarta_thursday/day/0	سه شنبه	.
almond_translate/Jakarta_thursday/city/0	جاکارتا	.
almond_translate/Jakarta_thursday/weather/0	باران	.
almond_translate/Jakarta_today/day/0	امروز	.
almond_translate/Jakarta_today/city/0	جاکارتا	.
almond_translate/Jakarta_today/weather/0	ابرها	.
almond_translate/Jakarta_tomorrow/day/0	فردا	.
almond_translate/Jakarta_tomorrow/city/0	جاکارتا	.
almond_translate/Jakarta_tomorrow/weather/0	باران	.
almond_translate/Jakarta_tuesday/day/0	شنبه	.
almond_translate/Jakarta_tuesday/city/0	جاکارتا	.
almond_translate/Jakarta_tuesday/weather/0	آفتابی	.
almond_translate/Jakarta_wednesday/day/0	چهارشنبه	.
almond_translate/Jakarta_wednesday/city/0	جاکارتا	.
almond_translate/Jakarta_wednesday/weather/0	آفتابی	.
almond_translate/Kyoto_friday/day/0	جمعه	.
almond_translate/Kyoto_friday/city/0	کیوتو	.
almond_translate/Kyoto_friday/weather/0	باران	.
almond_translate/Kyoto_monday/day/0	دوشنبه	.
almond_translate/Kyoto_monday/city/0	کیوتو	.
almond_translate/Kyoto_monday/weather/0	ابرها	.
almond_translate/Kyoto_saturday/day/0	شنبه	.
almond_translate/Kyoto_saturday/city/0	کیوتو	.
almond_translate/Kyoto_saturday/weather/0	آفتابی	.
almond_translate/Kyoto_sunday/day/0	روز یکشنبه	.
almond_translate/Kyoto_sunday/city/0	کیوتو	.
almond_translate/Kyoto_sunday/weather/0	ابرها	.
almond_translate/Kyoto_thursday/day/0	سه شنبه	.
almond_translate/Kyoto_thursday/city/0	کیوتو	.
almond_translate/Kyoto_thursday/weather/0	باران	.
almond_translate/Kyoto_today/day/0	امروز	.
almond_translate/Kyoto_today/city/0	کیوتو	.
almond_translate/Kyoto_today/weather/0	آفتابی	.
almond_translate/Kyoto_tomorrow/day/0	فردا	.
almond_translate/Kyoto_tomorrow/city/0	کیوتو	.
almond_translate/Kyoto_tomorrow/weather/0	آفتابی	.
almond_translate/Kyoto_tuesday/day/0	شنبه	.
almond_translate/Kyoto_tuesday/city/0	کیوتو	.
almond_translate/Kyoto_tuesday/weather/0	باران	.
almond_translate/Kyoto_wednesday/day/0	چهارشنبه	.
almond_translate/Kyoto_wednesday/city/0	کیوتو	.
almond_translate/Kyoto_wednesday/weather/0	ابرها	.
almond_translate/Las Vegas_friday/day/0	جمعه	.
almond_translate/Las Vegas_friday/city/0	لاس وگاس	.
almond_translate/Las Vegas_friday/weather/0	آفتابی	.
almond_translate/Las Vegas_monday/day/0	دوشنبه	.
almond_translate/Las Vegas_monday/city/0	لاس وگاس	.
almond_translate/Las Vegas_monday/weather/0	آفتابی	.
almond_translate/Las Vegas_saturday/day/0	شنبه	.
almond_translate/Las Vegas_saturday/city/0	لاس وگاس	.
almond_translate/Las Vegas_saturday/weather/0	باران	.
almond_translate/Las Vegas_sunday/day/0	روز یکشنبه	.
almond_translate/Las Vegas_sunday/city/0	لاس وگاس	.
almond_translate/Las Vegas_sunday/weather/0	باران	.
almond_translate/Las Vegas_thursday/day/0	سه شنبه	.
almond_translate/Las Vegas_thursday/city/0	لاس وگاس	.
almond_translate/Las Vegas_thursday/weather/0	آفتابی	.
almond_translate/Las Vegas_today/day/0	امروز	.
almond_translate/Las Vegas_today/city/0	لاس وگاس	.
almond_translate/Las Vegas_today/weather/0	ابرها	.
almond_translate/Las Vegas_tomorrow/day/0	فردا	.
almond_translate/Las Vegas_tomorrow/city/0	لاس وگاس	.
almond_translate/Las Vegas_tomorrow/weather/0	آفتابی	.
almond_translate/Las Vegas_tuesday/day/0	شنبه	.
almond_translate/Las Vegas_tuesday/city/0	لاس وگاس	.
almond_translate/Las Vegas_tuesday/weather/0	ابرها	.
almond_translate/Las Vegas_wednesday/day/0	چهارشنبه	.
almond_translate/Las Vegas_wednesday/city/0	لاس وگاس	.
almond_translate/Las Vegas_wednesday/weather/0	باران	.
almond_translate/Los Angeles_friday/day/0	جمعه	.
almond_translate/Los Angeles_friday/city/0	لس آنجلس	.
almond_translate/Los Angeles_friday/weather/0	باران	.
almond_translate/Los Angeles_monday/day/0	دوشنبه	.
almond_translate/Los Angeles_monday/city/0	لس آنجلس	.
almond_translate/Los Angeles_monday/weather/0	آفتابی	.
almond_translate/Los Angeles_saturday/day/0	شنبه	.
almond_translate/Los Angeles_saturday/city/0	لس آنجلس	.
almond_translate/Los Angeles_saturday/weather/0	باران	.
almond_translate/Los Angeles_sunday/day/0	روز یکشنبه	.
almond_translate/Los Angeles_sunday/city/0	لس آنجلس	.
almond_translate/Los Angeles_sunday/weather/0	آفتابی	.
almond_translate/Los Angeles_thursday/day/0	سه شنبه	.
almond_translate/Los Angeles_thursday/city/0	لس آنجلس	.
almond_translate/Los Angeles_thursday/weather/0	باران	.
almond_translate/Los Angeles_today/day/0	امروز	.
almond_translate/Los Angeles_today/city/0	لس آنجلس	.
almond_translate/Los Angeles_today/weather/0	باران	.
almond_translate/Los Angeles_tomorrow/day/0	فردا	.
almond_translate/Los Angeles_tomorrow/city/0	لس آنجلس	.
almond_translate/Los Angeles_tomorrow/weather/0	آفتابی	.
almond_translate/Los Angeles_tuesday/day/0	شنبه	.
almond_translate/Los Angeles_tuesday/city/0	لس آنجلس	.
almond_translate/Los Angeles_tuesday/weather/0	آفتابی	.
almond_translate/Los Angeles_wednesday/day/0	چهارشنبه	.
almond_translate/Los Angeles_wednesday/city/0	لس آنجلس	.
almond_translate/Los Angeles_wednesday/weather/0	باران	.
almond_translate/Madrid_friday/day/0	جمعه	.
almond_translate/Madrid_friday/city/0	مایدریس	.
almond_translate/Madrid_friday/weather/0	ابرها	.
almond_translate/Madrid_monday/day/0	دوشنبه	.
almond_translate/Madrid_monday/city/0	مایدریس	.
almond_translate/Madrid_monday/weather/0	ابرها	.
almond_translate/Madrid_saturday/day/0	شنبه	.
almond_translate/Madrid_saturday/city/0	مایدریس	.
almond_translate/Madrid_saturday/weather/0	آفتابی	.
almond_translate/Madrid_sunday/day/0	روز یکشنبه	.
almond_translate/Madrid_sunday/city/0	مایدریس	.
almond_translate/Madrid_sunday/weather/0	باران	.
almond_translate/Madrid_thursday/day/0	سه شنبه	.
almond_translate/Madrid_thursday/city/0	مایدریس	.
almond_translate/Madrid_thursday/weather/0	آفتابی	.
almond_translate/Madrid_today/day/0	امروز	.
almond_translate/Madrid_today/city/0	مایدریس	.
almond_translate/Madrid_today/weather/0	ابرها	.
almond_translate/Madrid_tomorrow/day/0	فردا	.
almond_translate/Madrid_tomorrow/city/0	مایدریس	.
almond_translate/Madrid_tomorrow/weather/0	باران	.
almond_translate/Madrid_tuesday/day/0	شنبه	.
almond_translate/Madrid_tuesday/city/0	مایدریس	.
almond_translate/Madrid_tuesday/weather/0	ابرها	.
almond_translate/Madrid_wednesday/day/0	چهارشنبه	.
almond_translate/Madrid_wednesday/city/0	مایدریس	.
almond_translate/Madrid_wednesday/weather/0	آفتابی	.
almond_translate/Melbourne_friday/day/0	جمعه	.
almond_translate/Melbourne_friday/city/0	ملبورن	.
almond_translate/Melbourne_friday/weather/0	آفتابی	.
almond_translate/Melbourne_monday/day/0	دوشنبه	.
almond_translate/Melbourne_monday/city/0	ملبورن	.
almond_translate/Melbourne_monday/weather/0	باران	.
almond_translate/Melbourne_saturday/day/0	شنبه	.
almond_translate/Melbourne_saturday/city/0	ملبورن	.
almond_translate/Melbourne_saturday/weather/0	ابرها	.
almond_translate/Melbourne_sunday/day/0	روز یکشنبه	.
almond_translate/Melbourne_sunday/city/0	ملبورن	.
almond_translate/Melbourne_sunday/weather/0	آفتابی	.
almond_translate/Melbourne_thursday/day/0	سه شنبه	.
almond_translate/Melbourne_thursday/city/0	ملبورن	.
almond_translate/Melbourne_thursday/weather/0	آفتابی	.
almond_translate/Melbourne_today/day/0	امروز	.
almond_translate/Melbourne_today/city/0	ملبورن	.
almond_translate/Melbourne_today/weather/0	ابرها	.
almond_translate/Melbourne_tomorrow/day/0	فردا	.
almond_translate/Melbourne_tomorrow/city/0	ملبورن	.
almond_translate/Melbourne_tomorrow/weather/0	آفتابی	.
almond_translate/Melbourne_tuesday/day/0	شنبه	.
almond_translate/Melbourne_tuesday/city/0	ملبورن	.
almond_translate/Melbourne_tuesday/weather/0	باران	.
almond_translate/Melbourne_wednesday/day/0	چهارشنبه	.
almond_translate/Melbourne_wednesday/city/0	ملبورن	.
almond_translate/Melbourne_wednesday/weather/0	باران	.
almond_translate/Moscow_friday/day/0	جمعه	.
almond_translate/Moscow_friday/city/0	مسکو	.
almond_translate/Moscow_friday/weather/0	باران	.
almond_translate/Moscow_monday/day/0	دوشنبه	.
almond_translate/Moscow_monday/city/0	مسکو	.
almond_translate/Moscow_monday/weather/0	ابرها	.
almond_translate/Moscow_saturday/day/0	شنبه	.
almond_translate/Moscow_saturday/city/0	مسکو	.
almond_translate/Moscow_saturday/weather/0	آفتابی	.
almond_translate/Moscow_sunday/day/0	روز یکشنبه	.
almond_translate/Moscow_sunday/city/0	مسکو	.
almond_translate/Moscow_sunday/weather/0	آفتابی	.
almond_translate/Moscow_thursday/day/0	سه شنبه	.
almond_translate/Moscow_thursday/city/0	مسکو	.
almond_translate/Moscow_thursday/weather/0	آفتابی	.
almond_translate/Moscow_today/day/0	امروز	.
almond_translate/Moscow_today/city/0	مسکو	.
almond_translate/Moscow_today/weather/0	باران	.
almond_translate/Moscow_tomorrow/day/0	فردا	.
almond_translate/Moscow_tomorrow/city/0	مسکو	.
almond_translate/Moscow_tomorrow/weather/0	باران	.
almond_translate/Moscow_tuesday/day/0	شنبه	.
almond_translate/Moscow_tuesday/city/0	مسکو	.
almond_translate/Moscow_tuesday/weather/0	ابرها	.
almond_translate/Moscow_wednesday/day/0	چهارشنبه	.
almond_translate/Moscow_wednesday/city/0	مسکو	.
almond_translate/Moscow_wednesday/weather/0	ابرها	.
almond_translate/Muchen_friday/day/0	جمعه	.
almond_translate/Muchen_friday/city/0	موهان	.
almond_translate/Muchen_friday/weather/0	آفتابی	.
almond_translate/Muchen_monday/day/0	دوشنبه	.
almond_translate/Muchen_monday/city/0	موهان	.
almond_translate/Muchen_monday/weather/0	آفتابی	.
almond_translate/Muchen_saturday/day/0	شنبه	.
almond_translate/Muchen_saturday/city/0	موهان	.
almond_translate/Muchen_saturday/weather/0	ابرها	.
almond_translate/Muchen_sunday/day/0	روز یکشنبه	.
almond_translate/Muchen_sunday/city/0	موهان	.
almond_translate/Muchen_sunday/weather/0	ابرها	.
almond_translate/Muchen_thursday/day/0	سه شنبه	.
almond_translate/Muchen_thursday/city/0	موهان	.
almond_translate/Muchen_thursday/weather/0	ابرها	.
almond_translate/Muchen_today/day/0	امروز	.
almond_translate/Muchen_today/city/0	موهان	.
